name,state,district,category,lat,lng,image_url,image_attribution,source
Temple of Devi (Yamai) (to the west of the wall),Maharashtra,Sholapur,Temple,17.870704,75.092998,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The gateway and the old Maruti temple with Viragal stones on either side,Maharashtra,Sholapur,Temple,17.790878,75.058992,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Old doubled shrined temple, on the far side of a tank near the last",Maharashtra,Sholapur,Temple,17.792417,75.060493,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old temple and Viragals or sculptured memorial stones by the road side just outside the village,Maharashtra,Sholapur,Temple,17.791379,75.060889,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old temple of Sarkarvada locally known as Parasnath temple.,Maharashtra,Sholapur,Temple,17.790758,75.057283,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"The temples of Haranareshwar & Ardhanari-Nateshwar, one Hemadpanti tank (small square kunda) & Viragal stones kept in the compound",Maharashtra,Sholapur,,17.791703,75.053594,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cave Temples & Inscriptions,Maharashtra,Pune,,19.243157,73.888799,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mosque at Dabhol,Maharashtra,Ratnagiri,,17.585419,73.176328,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ghosalegad Fort,Maharashtra,Raigad,Fort,18.364069,73.091156,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vada of dancing girls,Maharashtra,Raigad,,18.578308,72.954722,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Church & Convent of the Augustinians,Maharashtra,Raigad,,18.547997,72.926179,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kothi,Maharashtra,Raigad,,18.546714,72.929321,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
St. Francis Xavierâs Chapel,Maharashtra,Raigad,,18.546012,72.92931,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Two Gates-Porta do Mar & Porta da Terra,Maharashtra,Raigad,,18.545369,72.92875,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chouburji- the castle or factory of Cheul,Maharashtra,Raigad,,18.545576,72.928276,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Dominican Church & Convent.,Maharashtra,Raigad,,18.545668,72.925469,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Satkhani Buruj â St. Barbaraâs Tower,Maharashtra,Raigad,,18.546644,72.9248,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mahuli Fort,Maharashtra,Thana,Fort,19.48135,73.249272,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cave Temples & Inscriptions,Maharashtra,Pune,,18.721318,73.535059,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A mound locally known as Burud Kot,Maharashtra,Palghar,,19.414197,72.795181,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Carved stones and temple.,Maharashtra,Palghar,Temple,19.652028,73.14315,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort and old Portuguese Remains,Maharashtra,Palghar,Fort,19.329875,72.814605,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hirakote old Fort,Maharashtra,Raigad,Fort,18.648336,72.868939,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock cut Caves (Ganesh Lena group),Maharashtra,Ratnagiri,,17.645511,73.245231,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Raigad,,19.018772,73.497297,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves,Maharashtra,Raigad,,18.837664,73.384069,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient   Brick Stupa at Elephanta Island,Maharashtra,Raigad,,18.967285,72.93621,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Temple of Ambaranath,Maharashtra,Thana,Temple,19.198618,73.176643,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cathedral,Maharashtra,Raigad,,18.545641,72.929501,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Barberâs Mahal,Maharashtra,Raigad,Palace / Haveli,18.557083,72.938757,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dadar (Stair Case),Maharashtra,Raigad,,18.556348,72.938526,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kaman(Arch),Maharashtra,Raigad,,18.554079,72.939411,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mosque,Maharashtra,Raigad,,18.552239,72.939155,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rajkot,Maharashtra,Raigad,,18.55325,72.943677,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Angre,Maharashtra,Raigad,Monument / Tomb,18.563702,72.927134,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Caves  near the Kotali Fort,Maharashtra,Raigad,Fort,18.991168,73.513151,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Old Fort,Maharashtra,Sholapur,Fort,17.674194,75.902117,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A precipitous hill near Raigad Fort Contains one rock-cut cistern of water.,Maharashtra,Raigad,Fort,18.251725,73.499282,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Songad,Maharashtra,Raigad,,18.3692,73.674974,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A mound locally known as âSonar Bhatâ,Maharashtra,Palghar,,19.409004,72.80439,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Thanala caves,Maharashtra,Raigad,,18.569474,73.319311,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Khadsamla Caves,Maharashtra,Raigad,,18.505988,73.299191,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site at Brahmapuri -,Maharashtra,Kolhapur,,16.706007,74.218324,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A tank by the west side of the road from Umrala village to Bolinj,Maharashtra,Palghar,,19.432662,72.796645,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old temple of the  River Krishna facing the Wai Valley.,Maharashtra,Satara,Temple,17.967914,73.863509,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sindudurg,Maharashtra,Sindudurg,,16.041997,73.459859,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
selarwadi,Maharashtra,pune,,18.692534,73.704045,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Airavateswarar temple,Tamil Nadu,Thanjavur,Temple,10.94847,79.356309,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Arjuna’s Rath,Tamil Nadu,Kanchipuram,,12.609019,80.189782,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Remains of the Fort with the Buildings thereon,Tamil Nadu,Salem,Fort,11.604757,78.600216,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sivan Koil on the western bund of Enadikanmoi,Tamil Nadu,Pudukkottai,Temple,10.265194,78.521695,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vishnu and Sri Devi Idols,Tamil Nadu,Pudukkottai,Temple,10.272486,78.878413,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Soundararajaperumal Temple,Tamil Nadu,Pudukkottai,Temple,10.055822,78.981675,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Stone idols of Ganesa and Anjaneya,Tamil Nadu,Pudukkottai,,10.055927,78.982078,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Siva Temple and the lion pillar,Tamil Nadu,Pudukkottai,Temple,10.058231,78.988011,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Balasubramanya Temple,Tamil Nadu,Pudukkottai,Temple,10.259791,78.681306,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jain Tirthankara image seated on a pedestal  to the east of the bund of Periakanmoi,Tamil Nadu,Pudukkottai,,10.297994,78.786938,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sundereswara Temple with seven sub-shrines,Tamil Nadu,Pudukkottai,Temple,10.369866,78.851164,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jain Temple,Tamil Nadu,Tiruvannamalai,Temple,12.556633,79.205931,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Prehistoric burial site,Tamil Nadu,Pudukkottai,,10.344748,78.787811,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Siva Temple,Tamil Nadu,Pudukkottai,Temple,10.437622,78.716649,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vishnu Temple,Tamil Nadu,Pudukkottai,Temple,10.436444,78.71584,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Siva Temple,Tamil Nadu,Pudukkottai,Temple,10.621076,78.710968,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Agastiswara Temple,Tamil Nadu,Pudukkottai,Temple,10.456138,78.796836,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock-cut Siva cave temple and the hall of hundred pillars or car mantapam with wheels in the front part of the plinth,Tamil Nadu,Pudukkottai,Temple,10.582172,78.897544,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock-cut Siva Temple (Pallava 8th century A.D.),Tamil Nadu,Pudukkottai,Temple,10.654198,78.896686,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.49953,79.837193,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.877309,79.973792,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.62216,79.862262,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.595818,79.896511,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.605788,79.894407,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.574737,80.160798,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.842553,80.144372,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.852654,80.145186,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.596185,79.898851,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.644316,79.959469,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.791091,80.123057,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.793468,80.123717,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.793886,79.867245,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.800865,79.877411,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.78689,79.858345,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.959868,80.178853,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.961702,80.171455,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.629129,79.8802,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.627021,79.876074,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.634518,79.636606,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns,Tamil Nadu,Kanchipuram,,12.674299,80.139123,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic cists and cairns in virgin state.,Tamil Nadu,Kanchipuram,,12.764862,79.95513,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort,Maharashtra,Chandrapur,Fort,20.107061,79.111225,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Patur Caves (Two caves),Maharashtra,Akola,,20.465611,76.933334,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Black stone temple of Bhawani,Maharashtra,Akola,Temple,20.576904,77.071755,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dahihanda Gate of the Outer City wall,Maharashtra,Akola,,20.70747,76.991943,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Khirki gate in the outer city wall,Maharashtra,Akola,,20.706326,76.990682,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"South East bastion of the outer city wall together with 10 years of the adjacent wall on each side, variously known as Panch Burunj Hasrath Yab",Maharashtra,Akola,,20.706255,76.99003,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
